InstrumentID,AssetClass,TTCReportingRating,Model_Name, OutstandingBal ,InstrumentType,Def_Flag, PD_1_YR ,Portfolio,Debt to Equity,Net Profit Margin,DSCR,Current Ratio,Asset Coverage ratio
1002229,NBK_Kuwait,Caa2,IBG,25559181,LineOfCredit,0,0.0795,IBG,20099,1.08,653,593,482074
1002252,NBK_EU,Ba2,IBG,6372364,LineOfCredit,0,0.0041,IBG,65440,2.05,401,637,527477
1002509,NBK_GCC_BHR,B1,IBG,1332891,LineOfCredit,0,0.0183,IBG,19202,3.72,235,621,141863
1002510,NBK_GCC_BHR,B1,IBG,151724,LineOfCredit,0,0.0179,IBG,53561,3.93,495,994,831608
1002255,NBK_GCC_BHR,B1,IBG,872650,LineOfCredit,0,0.0189,IBG,36765,5.15,580,677,87435
1002246,NBK_EU,Ba1,IBG,56581981,LineOfCredit,0,0.0034,IBG,99010,2.17,121,595,88373
3002247,NBK_GCC_ARE,A3,IBG,40000000,Loan,0,0.0049,IBG,67587,3.81,363,845,921632
3002248,NBK_GCC_ARE,Baa1,IBG,42000000,Loan,0,0.0055,IBG,21481,4.09,598,767,49958
3002273,NBK_GCC_ARE,Baa1,IBG,60000000,Loan,0,0.0055,IBG,86164,1.79,459,616,195954
3002352,NBK_GCC_ARE,Ba2,IBG,21251410.5,Loan,0,0.0102,IBG,85803,5.51,130,591,131236
3002761,NBK_GCC_ARE,Ba2,IBG,10140911.13,LineOfCredit,0,0.009,IBG,58786,5.8,516,531,127001
3002764,NBK_GCC_ARE,Ba2,IBG,10603884.21,Loan,0,0.009,IBG,83381,2.18,141,549,80337
3002769,NBK_GCC_ARE,Ba2,IBG,35504048.99,Loan,0,0.009,IBG,67578,4.47,518,906,163217
3002770,NBK_GCC_ARE,Ba2,IBG,38793690.62,LineOfCredit,0,0.009,IBG,84350,5.93,198,571,57119
3002771,NBK_GCC_ARE,Ba2,IBG,43969055.01,Loan,0,0.009,IBG,33374,4.96,199,801,980422
3002772,NBK_GCC_ARE,Baa3,IBG,12253233.49,Loan,0,0.0042,IBG,38149,1.77,479,824,318408
3002779,NBK_GCC_ARE,Ba2,IBG,23651323.42,Loan,0,0.009,IBG,53657,5.19,377,922,657801
3002786,NBK_Kuwait,Ba2,IBG,522411.16,CRE,0,0.0104,IBG,33658,3.59,200,551,875479
3002787,NBK_GCC_ARE,Ba2,IBG,39482.64,CRE,0,0.0092,IBG,74926,1.5,270,646,481932
3002789,NBK_GCC_ARE,Ba2,IBG,1131223.96,CRE,0,0.0097,IBG,17189,1.48,302,580,301190
3002791,NBK_GCC_ARE,Ba2,IBG,290447.06,LineOfCredit,0,0.0092,IBG,40810,2.75,641,814,43079
3002797,NBK_Kuwait,B2,IBG,451629.99,LineOfCredit,0,0.0136,IBG,27836,3.17,476,801,255073
3002807,NBK_GCC_ARE,Ba1,IBG,541768.13,Loan,0,0.0068,IBG,29152,2.6,594,598,626853
3003261,NBK_GCC_ARE,Ba2,IBG,829952.04,LineOfCredit,0,0.009,IBG,16286,5.2,343,572,704574
6002280,NBK_Kuwait,Baa3,IBG,34893606,Loan,0,0.0042,IBG,81979,1.57,357,958,518093
6002294,NBK_Kuwait,Baa3,IBG,75000000,Loan,0,0.0042,IBG,40721,2.38,536,926,374113
6002298,NBK_Kuwait,Ba3,IBG,47054175.15,LineOfCredit,0,0.0076,IBG,17703,1.24,663,724,802669
6002299,NBK_Kuwait,B1,IBG,10000000,Loan,0,0.0086,IBG,69791,3.18,644,610,168364
6002411,NBK_Kuwait,Baa3,IBG,20000000,Loan,0,0.0042,IBG,36703,2.56,556,764,211333
6002300,NBK_Kuwait,Baa2,IBG,46000000,Loan,0,0.0049,IBG,75648,3.31,475,878,439267
6002304,NBK_Kuwait,Baa3,IBG,26000000,Loan,0,0.0055,IBG,78547,3.98,277,600,664823
6002317,NBK_USA,A2,IBG,95079834,LineOfCredit,0,0.0061,IBG,80975,3.38,321,918,821876
8001567,NBK_USA,Ba2,IBG,77714762,Loan,0,0.0047,IBG,70539,5.53,293,609,286788
6002413,NBK_Kuwait,Baa3,IBG,50000000,Loan,0,0.0054,IBG,28312,3.61,250,747,23000
8001551,NBK_Kuwait,Baa3,IBG,32980000,LineOfCredit,0,0.0045,IBG,52329,1.29,295,910,311384
9004039,NBK_UK,Ba2,IBG,27415490,CRE,0,0.0106,IBG,49357,4.21,145,601,340780
8001548,NBK_USA,Ba2,IBG,26308337,Loan,0,0.0047,IBG,13429,1.51,588,884,378983
9004026,NBK_UK,Ba2,IBG,18650538,CRE,0,0.0106,IBG,48996,1.61,338,725,947903
9004897,NBK_GCC_SAU,Ba2,IBG,16926503,Loan,0,0.0078,IBG,18117,3.35,676,726,104646
8001552,NBK_USA,Ba2,IBG,12057500,CRE,0,0.0055,IBG,12875,4.06,505,864,886632
9101356,NBK_USA,Aa2,IBG,11600357,Loan,0,0.0026,IBG,21420,4.05,530,528,209776
9101512,NBK_EU,Ba2,IBG,7183378,Loan,0,0.0043,IBG,31772,5.2,445,669,468186
9004036,NBK_GCC_QAT,Ba1,IBG,7182014,CRE,0,0.0096,IBG,65646,2.67,167,756,148207
8001209,NBK_USA,A1,IBG,6335046,LineOfCredit,0,0.0004,IBG,95688,5.47,489,546,658128
8001550,NBK_Kuwait,Baa3,IBG,5820000,LineOfCredit,0,0.0045,IBG,94553,5.85,309,892,607072
8001280,NBK_Kuwait,Ba2,IBG,5735000,CRE,0,0.0089,IBG,89632,3.45,277,512,957005
8001563,NBK_USA,Ba2,IBG,4910870,Loan,0,0.0047,IBG,40226,4,504,619,806703
9101365,NBK_EU,Ba2,IBG,4394947,Loan,0,0.0043,IBG,78728,1.28,410,796,706972
9101350,NBK_USA,Ba2,IBG,4168697,CRE,0,0.0099,IBG,65059,4.97,318,662,107922
6002314,NBK_USA,A2,IBG,3591268,LineOfCredit,0,0.006,IBG,32601,4.21,104,716,732164
9101412,NBK_EU,Ba2,IBG,3292171,Loan,0,0.0039,IBG,75591,5.61,118,745,351104
9101349,NBK_EU,Ba2,IBG,3015345,CRE,0,0.0101,IBG,19450,5.07,339,663,160081
9101364,NBK_EU,Ba2,IBG,2436449,Loan,0,0.0043,IBG,72045,3.01,502,871,714564
8001568,NBK_USA,Ba2,IBG,2415000,LineOfCredit,0,0.0053,IBG,76617,2.74,318,624,857947
9101401,NBK_EU,Ba2,IBG,2367316,Loan,0,0.0043,IBG,52783,2.02,217,730,736239
9101362,NBK_EU,Ba2,IBG,2231542,Loan,0,0.0043,IBG,15463,4.08,240,623,725025
9101348,NBK_EU,Ba2,IBG,1980086,CRE,0,0.0101,IBG,29725,5.53,118,956,201644
9101347,NBK_EU,Ba2,IBG,1821709,Loan,0,0.0101,IBG,79810,5.5,421,501,61240
9101346,NBK_EU,Ba2,IBG,1812587,Loan,0,0.0043,IBG,18339,5.07,482,819,539471
9101398,NBK_EU,Ba2,IBG,1695510,Loan,0,0.0043,IBG,64108,3.94,400,701,544290
9101373,NBK_Kuwait,Ba2,IBG,1688094,Loan,0,0.0099,IBG,46553,4.37,445,801,298130
9101507,NBK_Kuwait,Ba2,IBG,1630074,Loan,0,0.0099,IBG,24410,2.53,134,673,638983
9101352,NBK_EU,Ba2,IBG,1605354,Loan,0,0.0043,IBG,57787,2.07,398,837,107678
9101371,NBK_GCC_QAT,Ba2,IBG,1395960,Loan,0,0.0103,IBG,74289,3.78,487,840,418851
9004588,NBK_UK,Baa2,IBG,1349523,LineOfCredit,0,0.0017,IBG,52962,2.66,426,868,654576
9101403,NBK_EU,Ba2,IBG,1293008,Loan,0,0.0043,IBG,45653,4.29,283,790,187767
9004570,NBK_Kuwait,Ba2,IBG,1232198,Loan,0,0.0095,IBG,52091,5.94,664,532,394796
9101361,NBK_EU,Ba2,IBG,1200526,Loan,0,0.0043,IBG,22707,4.11,555,848,268928
9101394,NBK_EU,Ba2,IBG,1091292,Loan,0,0.0043,IBG,66073,1.41,106,844,877751
9101359,NBK_EU,Ba2,IBG,1083808,Loan,0,0.0043,IBG,62109,3.92,196,601,628937
9101360,NBK_EU,Ba2,IBG,904563,Loan,0,0.0043,IBG,37872,2.82,644,633,222405
8001211,NBK_USA,Baa1,IBG,889216,LineOfCredit,0,0.0014,IBG,50298,1.41,304,949,430509
9101366,NBK_EU,Ba2,IBG,874499,Loan,0,0.0043,IBG,49868,3.94,408,506,840727
9101354,NBK_EU,Ba2,IBG,828851,Loan,0,0.0043,IBG,81201,4.1,283,660,725607
9101393,NBK_EU,Ba2,IBG,793371,Loan,0,0.0043,IBG,56217,4.29,322,528,392498
9101384,NBK_Kuwait,Ba2,IBG,712521,Loan,0,0.0099,IBG,87124,4.87,507,784,19176
9101505,NBK_EU,Ba2,IBG,711154,Loan,0,0.0043,IBG,29051,1.96,563,870,688946
9101506,NBK_EU,Ba2,IBG,680531,Loan,0,0.0043,IBG,21696,5.74,367,583,396761
9101370,NBK_Kuwait,Ba2,IBG,595464,Loan,0,0.0099,IBG,26168,1.8,348,951,529378
9101511,NBK_EU,Ba2,IBG,568854,Loan,0,0.0043,IBG,72422,4.78,544,613,229154
9101397,NBK_EU,Ba2,IBG,568563,Loan,0,0.0043,IBG,78251,2.39,545,737,741398
9101514,NBK_EU,Ba2,IBG,567109,Loan,0,0.0043,IBG,18084,2.64,261,547,366578
9101503,NBK_EU,Ba2,IBG,560281,Loan,0,0.0043,IBG,81926,4.75,497,536,585376
9101400,NBK_EU,Ba2,IBG,559082,Loan,0,0.0043,IBG,57754,3.8,103,615,288882
9101367,NBK_Kuwait,Ba2,IBG,514179,Loan,0,0.0099,IBG,19648,2.65,634,648,849649
9101395,NBK_EU,Ba2,IBG,496220,Loan,0,0.0043,IBG,78428,2.32,627,889,656309
9101391,NBK_Kuwait,Ba2,IBG,486579,Loan,0,0.0099,IBG,54781,4.48,275,833,726979
9101399,NBK_Kuwait,Ba2,IBG,477784,Loan,0,0.0099,IBG,84136,2.22,685,503,133434
9004982,NBK_Kuwait,Ba2,IBG,476251,Loan,0,0.0099,IBG,43260,5.59,511,771,298050
9101396,NBK_EU,Ba2,IBG,468228,Loan,0,0.0043,IBG,34105,2.22,208,642,158366
9101504,NBK_Kuwait,Ba2,IBG,463304,Loan,0,0.0099,IBG,91521,1.29,137,981,740621
8001554,NBK_USA,Ba2,IBG,437384,LineOfCredit,0,0.0053,IBG,45477,4,560,858,125924
9101380,NBK_GCC_QAT,Ba2,IBG,431003,Loan,0,0.0103,IBG,89358,3.12,487,752,225541
9004206,NBK_Kuwait,Ba2,IBG,423163,Loan,0,0.0098,IBG,72078,4.72,556,695,325911
9101353,NBK_EU,Ba2,IBG,402269,Loan,0,0.0043,IBG,69683,5.48,252,627,867883
9101402,NBK_Kuwait,Ba2,IBG,376618,Loan,0,0.0099,IBG,91721,5.17,346,715,716221
9101377,NBK_Kuwait,Ba2,IBG,371325,Loan,0,0.0099,IBG,69225,4.4,653,708,66247
9004330,NBK_UK,Ba1,IBG,356654,Loan,0,0.0036,IBG,78299,1.23,609,913,637947
9101381,NBK_Kuwait,Ba2,IBG,354807,Loan,0,0.0099,IBG,25608,5.46,514,760,184324
9101358,NBK_EU,Ba2,IBG,319908,Loan,0,0.0043,IBG,65383,2.33,671,761,29123
9004587,NBK_EU,Ba2,IBG,299027,LineOfCredit,0,0.0048,IBG,90910,2.57,219,931,941139
9004987,NBK_Kuwait,Ba2,IBG,293976,Loan,0,0.0098,IBG,49300,1.62,142,754,787280
9101378,NBK_GCC,B3,IBG,274287,Loan,0,0.0423,IBG,45302,1.68,508,661,711188
9101379,NBK_Kuwait,Ba2,IBG,269013,Loan,0,0.0099,IBG,27880,1.45,282,776,263969
9101376,NBK_Kuwait,Ba2,IBG,268722,Loan,0,0.0099,IBG,74947,1.26,210,752,219825
9101372,NBK_Kuwait,Ba2,IBG,254518,Loan,0,0.0099,IBG,11762,3.06,307,673,538202
9101363,NBK_EU,Ba2,IBG,244293,Loan,0,0.0043,IBG,26069,4.25,176,525,438355
9101385,NBK_Kuwait,Ba2,IBG,204973,Loan,0,0.0099,IBG,17638,4.37,539,992,829329
9101404,NBK_Kuwait,Ba2,IBG,196743,Loan,0,0.0099,IBG,96538,1.66,230,983,544286
9101387,NBK_Kuwait,Ba2,IBG,181213,Loan,0,0.0099,IBG,63068,4.75,247,658,587782
9101388,NBK_Kuwait,Ba2,IBG,165770,Loan,0,0.0099,IBG,13972,2.14,593,716,510595
9101368,NBK_Kuwait,Ba2,IBG,157046,Loan,0,0.0099,IBG,54967,2.64,454,979,179758
9101383,NBK_Kuwait,Ba2,IBG,108436,Loan,0,0.0099,IBG,25106,2.34,684,907,401936
9004497,NBK_Kuwait,Ba2,IBG,101170,Loan,0,0.0094,IBG,79782,5.9,133,527,518956
9101382,NBK_Kuwait,Ba2,IBG,86001,Loan,0,0.0099,IBG,50760,2.79,672,873,663563
9101473,NBK_Kuwait,Ba2,IBG,73421,LineOfCredit,0,0.0093,IBG,73658,5.96,126,885,375612
8001208,NBK_Kuwait,Ba2,IBG,50000,LineOfCredit,0,0.0091,IBG,93610,2.75,243,875,216593
5000574,NBK_GCC_SAU,Ba2,IBG,35437,Loan,1,0.0078,IBG,93688,5.39,166,794,410544
9101375,NBK_Kuwait,Ba2,IBG,33968,Loan,0,0.0093,IBG,98156,3.41,210,969,300403
6002315,NBK_Kuwait,Baa3,IBG,28440,LineOfCredit,0,0.0054,IBG,58785,2.62,150,573,585005
7002575,NBK_GCC,B3,IBG,21227,LineOfCredit,0,0.0385,IBG,65056,3.87,566,790,81461
7002516,NBK_Kuwait,Ba2,IBG,4312,LineOfCredit,0,0.0089,IBG,18890,2.35,561,703,36294
7002513,NBK_GCC,B3,IBG,2000,LineOfCredit,0,0.0381,IBG,86864,3.36,376,769,15976
7002670,NBK_GCC,B3,IBG,1500,LineOfCredit,0,0.0376,IBG,55045,2.28,353,568,683336
7002565,NBK_GCC_SAU,Ba2,IBG,1000,LineOfCredit,0,0.0068,IBG,17268,5.21,436,879,428944
7002566,NBK_GCC,B3,IBG,1000,LineOfCredit,0,0.0385,IBG,27968,2.96,260,969,989813
7002582,NBK_Kuwait,Ba2,IBG,1000,LineOfCredit,0,0.0091,IBG,56260,3.9,260,516,170324
7002671,NBK_Kuwait,Ba2,IBG,1000,LineOfCredit,0,0.0089,IBG,26861,4.94,127,680,460279
7002541,NBK_GCC,B3,IBG,500,LineOfCredit,0,0.039,IBG,24624,4.05,156,911,874878
7002548,NBK_Kuwait,Ba2,IBG,500,LineOfCredit,0,0.0091,IBG,15509,4.38,181,597,387040
7002614,NBK_Kuwait,Ba2,IBG,500,LineOfCredit,0,0.0087,IBG,98807,3.63,300,659,386836
7002657,NBK_Kuwait,Ba2,IBG,500,LineOfCredit,0,0.0091,IBG,34687,2.59,162,531,65667
9101414,NBK_EU,Ba2,IBG,60,Loan,0,0.0039,IBG,36572,3.77,345,603,974204
7002499,NBK_GCC,B3,IBG,7,LineOfCredit,0,0.0381,IBG,24344,3.37,302,891,285496
9101516,NBK_EU,Ba2,IBG,0,LineOfCredit,0,0.0087,IBG,38783,3.5,633,822,991137
102832,NBK_Kuwait,Ba3,FA_FIN,27234000,Loan,1,0.0139,KW,97824,2.14,625,575,796954
111392,NBK_Kuwait,Baa3,HNWI_RM,1850000,LineOfCredit,1,0.0049,KW,13065,2.88,197,722,300604
116409,NBK_Kuwait,Ba2,FA_FIN,140000000,Loan,0,0.0094,KW,57231,3.82,438,602,926114
116347,NBK_Egypt,B3,CRE_SC_R,132573157,LineOfCredit,0,0.0119,KW,88746,4.12,237,637,971388
103644,NBK_Kuwait,B1,FA_FIN,566038,Loan,1,0.0229,KW,22024,5.51,379,650,314398
116485,NBK_Kuwait,Ba2,CRE_SC_R,43000000,Loan,0,0.0098,KW,25675,1.64,140,865,312698
113371,NBK_Kuwait,Ba3,FA_FIN,2933,Loan,1,0.0161,KW,13376,1.19,460,513,534197
116934,NBK_Kuwait,Ba1,FA_FIN,0,LoanCommitment,1,0.0065,KW,48469,5.91,394,589,632855
103270,NBK_Kuwait,Baa2,FA_FIN,157163655,LineOfCredit,0,0.0028,KW,26758,5.73,172,917,630593
100469,NBK_Kuwait,Ba2,FA_FIN,108000000,Loan,0,0.0092,KW,81708,4.98,649,949,663434
100324,NBK_Kuwait,Ba2,FA_FIN,99050000,Loan,0,0.0098,KW,88948,4.08,426,689,191612
103203,NBK_Kuwait,Baa3,FA_FIN,96000000,Loan,0,0.0078,KW,92240,1.11,617,603,939858
103682,NBK_GCC,Ba1,FA_FIN,90780000,Loan,0,0.0058,KW,39630,4.15,294,871,826643
113680,NBK_Kuwait,Ba1,FA_FIN,83828714,Loan,0,0.0064,KW,43399,5.07,327,953,173656
116690,NBK_Kuwait,Ba2,FA_FIN,76469077,Loan,0,0.0095,KW,56974,1.17,544,904,765535
100462,NBK_Kuwait,Ba1,HNWI_RM,31967603,Loan,0,0.0063,KW,40630,3.34,225,620,694136
104200,NBK_Kuwait,Baa3,FA_FIN,30651000,LineOfCredit,0,0.005,KW,42716,5.16,485,537,811966
101803,NBK_Kuwait,A3,FA_FIN,25000242,LineOfCredit,0,0.005,KW,50338,2.94,199,947,196788
101600,NBK_Kuwait,Baa3,FA_FIN,56888800,Loan,0,0.0036,KW,84708,3.19,144,560,150157
102889,NBK_Kuwait,Baa3,FA_FIN,50685500,Loan,0,0.0037,KW,75875,5.39,332,668,385253
110505,NBK_Kuwait,Ba1,FA_FIN,50000000,Loan,0,0.0074,KW,21110,1.16,460,909,440310
100475,NBK_Kuwait,Ba2,FA_FIN,35475466,LineOfCredit,0,0.0104,KW,28662,4.39,515,702,597174
104085,NBK_Kuwait,Ba1,HNWI_RM,45014689,Loan,0,0.0081,KW,62113,3.75,121,734,54153
100196,NBK_Kuwait,Ba1,FA_FIN,44999976,LineOfCredit,0,0.0061,KW,84649,4.42,573,907,564428
104651,NBK_Kuwait,Baa3,FA_FIN,17981268,LineOfCredit,0,0.005,KW,99812,5.47,232,913,380908
104007,NBK_Kuwait,Ba2,FA_FIN,41000000,Loan,0,0.0098,KW,72460,2.18,479,874,359755
102194,NBK_Kuwait,Ba1,FA_FIN,40000000,Loan,0,0.0085,KW,82237,2.1,201,794,559799
107964,NBK_Kuwait,Baa2,FA_FIN,38905715,Loan,0,0.0026,KW,30536,5.55,534,845,755882
103541,NBK_Kuwait,Ba1,HNWI_RM,38574018,LineOfCredit,0,0.0082,KW,62861,5.12,313,505,658623
111959,NBK_Kuwait,B1,FA_FIN,13000000,Loan,0,0.0124,KW,59904,2.29,124,940,104039
100531,NBK_Kuwait,Baa3,FA_FIN,37000000,Loan,0,0.0044,KW,12350,3.62,653,626,133283
103829,NBK_Kuwait,Caa2,FA_FIN,36220000,Loan,0,0.1002,KW,68334,1.65,613,841,919475
102626,NBK_Kuwait,Ba2,FA_FIN,23744028,LineOfCredit,0,0.01,KW,46805,3.09,206,651,92455
102229,NBK_Kuwait,Ba3,FA_FIN,34959361,Loan,0,0.0135,KW,85417,2.11,461,904,775598
100524,NBK_Kuwait,Ba2,FA_FIN,12000000,Loan,0,0.0098,KW,67382,1,632,894,506819
104134,NBK_Kuwait,Baa3,FA_FIN,30260000,LineOfCredit,0,0.0049,KW,52466,1.42,499,693,573971
104631,NBK_Kuwait,Baa3,FA_FIN,30000000,Loan,0,0.0078,KW,25030,3.14,436,815,119549
113943,NBK_Kuwait,Baa3,HNWI_RM,28362581,LineOfCredit,0,0.0074,KW,85801,4.01,694,918,404032
100649,NBK_Kuwait,Ba1,HNWI_RM,10000000,Loan,0,0.0083,KW,97178,1.37,273,763,902010
103985,NBK_Kuwait,Baa3,FA_FIN,10000000,Loan,0,0.0077,KW,41349,1.29,689,586,816808
113446,NBK_Kuwait,Ba1,FA_FIN,25000000,Loan,0,0.0066,KW,86823,2.38,430,737,535444
115205,NBK_Kuwait,Ba1,FA_FIN,18969260,LineOfCredit,0,0.0072,KW,79374,5.28,320,794,636602
101486,NBK_Kuwait,Baa3,FA_FIN,23571432,Loan,0,0.0044,KW,72581,2.06,335,947,721167
101842,NBK_Kuwait,Ba1,FA_FIN,9271806,LineOfCredit,0,0.0067,KW,66228,3.74,131,649,142182
103325,NBK_Kuwait,Ba2,FA_FIN,20689888,LineOfCredit,0,0.0105,KW,70436,1.94,127,889,929730
114978,NBK_Kuwait,Ba2,CRE_SC_R,9234517,LineOfCredit,0,0.0096,KW,43615,5.06,398,913,529569
104499,NBK_Kuwait,Baa3,FA_FIN,9078000,Loan,0,0.0044,KW,33495,1.29,266,927,633835
103305,NBK_Kuwait,Ba3,FA_FIN,20000071,Loan,0,0.0152,KW,74645,3.16,345,804,658913
114334,NBK_Kuwait,Baa2,FA_FIN,19054188,Loan,0,0.0025,KW,71473,4.96,685,771,40371
102503,NBK_Kuwait,Baa3,FA_FIN,16481918,LineOfCredit,0,0.0047,KW,61463,5.38,212,514,953087
109664,NBK_Kuwait,Baa3,FA_FIN,9022331,LineOfCredit,0,0.0047,KW,99662,4.57,499,686,822012
103898,NBK_Kuwait,Baa3,FA_FIN,16643000,LineOfCredit,0,0.0041,KW,48875,4.51,458,663,240632
100828,NBK_Kuwait,Ba3,FA_FIN,16290584,LineOfCredit,0,0.0112,KW,61510,4.82,375,940,454819
101576,NBK_Kuwait,A1,CRE_SC_R,8701472,LineOfCredit,0,0.0039,KW,57420,3.14,624,538,872360
113810,NBK_Kuwait,Baa3,FA_FIN,15130000,LineOfCredit,0,0.005,KW,10654,4.57,636,997,438767
100135,NBK_Kuwait,Ba2,FA_FIN,8609037,LineOfCredit,0,0.0105,KW,20119,5.06,146,970,718880
103339,NBK_Kuwait,B1,FA_FIN,8555000,Loan,1,0.0122,KW,65325,5.39,360,523,627105
104319,NBK_Kuwait,Baa3,FA_FIN,14511936,LineOfCredit,0,0.0047,KW,48525,5.78,519,946,298657
113845,NBK_Kuwait,Baa3,FA_FIN,13919600,LineOfCredit,0,0.005,KW,29682,3.62,334,880,252880
111123,NBK_Kuwait,Ba3,FA_FIN,12268687,LineOfCredit,0,0.0112,KW,27662,3.6,118,686,823210
103875,NBK_Kuwait,Ba2,FA_FIN,8500000,Loan,0,0.0109,KW,96453,1.05,583,559,284931
112719,NBK_Kuwait,Ba2,HNWI_RM,8170200,Loan,0,0.0109,KW,13212,5.75,434,604,875155
113323,NBK_Kuwait,Ba2,FA_FIN,12478156,Loan,0,0.0109,KW,51594,3.79,328,836,228167
101434,NBK_Kuwait,Ba2,FA_FIN,10964262,LineOfCredit,0,0.0097,KW,37789,4.4,592,799,19966
100827,NBK_Kuwait,Ba1,HNWI_RM,12000238,Loan,0,0.0073,KW,97961,5.11,543,904,487092
115615,NBK_Kuwait,Ba2,PF_SC_R,7632813,Loan,0,0.0084,KW,11215,2.15,467,989,169479
110934,NBK_Kuwait,Ba2,FA_FIN,10330822,LineOfCredit,0,0.0079,KW,76060,6,146,881,620156
103206,NBK_Kuwait,Ba2,FA_FIN,7391000,LineOfCredit,0,0.0099,KW,39130,5.21,647,708,337076
101309,NBK_Kuwait,Ba2,FA_FIN,7287140,LineOfCredit,0,0.0093,KW,98065,3.75,462,625,505413
100880,NBK_Kuwait,Ba1,HNWI_RM,10377350,LineOfCredit,0,0.0084,KW,41366,2.65,234,567,293830
103062,NBK_Kuwait,Ba1,HNWI_RM,9751063,LineOfCredit,0,0.0087,KW,27695,4.47,448,669,539928
110583,NBK_Kuwait,Baa3,HNWI_RM,6620000,LineOfCredit,0,0.0075,KW,76511,4.65,137,974,71396
109702,NBK_Kuwait,Baa3,FA_FIN,9805470,Loan,0,0.0078,KW,15877,4.8,253,942,891574
103384,NBK_Kuwait,Baa3,FA_FIN,9683200,LineOfCredit,0,0.0047,KW,53301,2.21,532,628,657274
108668,NBK_Kuwait,Ba1,HNWI_RM,6000000,LineOfCredit,0,0.0062,KW,39395,1.61,591,720,455756
105697,NBK_Kuwait,Ba2,FA_FIN,8720227,LineOfCredit,0,0.0107,KW,11599,5.39,346,808,335686
114627,NBK_Kuwait,Ba2,FA_FIN,8271989,LineOfCredit,0,0.0099,KW,64938,5.65,171,912,461311
115400,NBK_Kuwait,Baa3,FA_FIN,5748549,LineOfCredit,0,0.0047,KW,33684,2.88,420,918,462191
111595,NBK_GCC_SAU,Ba2,FA_FIN,5362798,LineOfCredit,0,0.0082,KW,62502,4.11,520,970,697534
109704,NBK_Kuwait,Ba1,HNWI_RM,5332350,Loan,0,0.0071,KW,13710,4.28,250,927,690149
103991,NBK_Kuwait,B1,FA_FIN,5247701,LineOfCredit,0,0.0131,KW,71412,1.18,457,530,698326
111397,NBK_Kuwait,Ba3,FA_FIN,7148883,LineOfCredit,0,0.0155,KW,41752,5.13,683,958,794192
104960,NBK_Kuwait,Ba1,HNWI_RM,7378757,LineOfCredit,0,0.0073,KW,42229,2.43,519,699,35890
102539,NBK_Kuwait,Ba2,FA_FIN,5100731,LineOfCredit,0,0.0093,KW,34196,1.03,577,732,876687
101337,NBK_Kuwait,Ba2,FA_FIN,5000000,Loan,0,0.0086,KW,51846,2.27,339,597,176515
104599,NBK_Kuwait,Ba2,FA_FIN,7250000,Loan,0,0.0107,KW,17009,3.6,181,706,941903
103434,NBK_Kuwait,Ba1,FA_FIN,4834799,LineOfCredit,0,0.0064,KW,36446,4.98,558,641,664567
104877,NBK_Kuwait,Ba2,HNWI_RM,4718294,Loan,0,0.0097,KW,26058,1.18,621,523,997057
101456,NBK_Kuwait,Ba1,HNWI_RM,6772000,LineOfCredit,0,0.0084,KW,93156,5.03,696,525,386580
116857,NBK_Kuwait,Ba1,FA_FIN,6254928,Loan,0,0.0074,KW,42750,5.97,297,585,743023
116756,NBK_Kuwait,Baa3,FA_FIN,6000000,Loan,0,0.0078,KW,64631,2.74,454,958,458969
110142,NBK_Kuwait,Ba3,FA_FIN,5762195,LineOfCredit,0,0.0112,KW,64684,3.38,235,570,119101
104519,NBK_Kuwait,Baa3,FA_FIN,5760304,LineOfCredit,0,0.005,KW,48044,2.24,329,830,161977
102774,NBK_Kuwait,Ba1,FA_FIN,5073000,LineOfCredit,0,0.0074,KW,12962,2.44,646,663,998440
115287,NBK_Kuwait,Ba1,HNWI_RM,4000000,Loan,0,0.0086,KW,42837,1.79,401,624,762867
100783,NBK_Kuwait,Ba1,FA_FIN,5646147,LineOfCredit,0,0.0084,KW,13665,4.27,693,532,98067
115441,NBK_Kuwait,Ba2,CRE_SC_R,3933800,LineOfCredit,0,0.0103,KW,32066,4.17,353,653,910865
110865,NBK_Kuwait,Caa2,FA_FIN,5537500,Loan,0,0.0988,KW,47094,1.15,243,824,579816
113573,NBK_Kuwait,Ba2,HNWI_RM,3794055,Loan,0,0.0098,KW,82197,5.73,585,738,295045
105906,NBK_Kuwait,Ba1,HNWI_RM,5500000,LineOfCredit,0,0.0083,KW,82880,5.78,429,813,724434
112797,NBK_GCC_BHR,B1,FA_FIN,3631200,Loan,0,0.0185,KW,62351,3.47,123,856,449062
111474,NBK_Kuwait,Ba2,CRE_SC_R,3500000,Loan,0,0.0095,KW,77554,5.15,188,903,881302
102381,NBK_Kuwait,Baa3,FA_FIN,3270062,LineOfCredit,0,0.0082,KW,75869,2.27,114,850,562183
103212,NBK_Kuwait,Ba1,FA_FIN,5000000,Loan,0,0.0087,KW,42759,2.25,638,589,930022
111674,NBK_Kuwait,Ba2,FA_FIN,4800000,LineOfCredit,0,0.0093,KW,79425,3.72,462,796,126005
105574,NBK_Kuwait,Ba1,FA_FIN,4766244,LineOfCredit,0,0.0083,KW,80688,3.99,468,662,703850
102862,NBK_Kuwait,Ba2,HNWI_RM,3000000,Loan,0,0.0091,KW,63670,4.17,239,602,288390
100354,NBK_Kuwait,Baa3,FA_FIN,4620731,LineOfCredit,0,0.0045,KW,12799,2.71,363,656,204606
